0.761999845505
         436836 function calls (433877 primitive calls) in 1.695 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:275(set_fileo)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:246(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 dates.py:527(rrulewrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1645(CPyUnicodeIntType)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 arpack.py:932(IterInv)
        1    0.000    0.000    0.000    0.000 legend_handler.py:119(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 mlab.py:2221(FormatFloat)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2150(CPointerBaseType)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:493(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1317(LightSource)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3038(ToPyStructUtilityCode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1317(__call__)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:252(RandomDisplacement)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2103(WordStart)
        1    0.000    0.000    0.000    0.000 utils.py:1481(WarningMessage)
        1    0.000    0.000    0.000    0.000 mathtext.py:1362(Accent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2681(OneOrMore)
        1    0.000    0.000    0.000    0.000 transforms.py:2418(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2919(Combine)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 patches.py:2667(Arc)
        1    0.000    0.000    0.000    0.000 version.py:32(Version)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2834(__init__)
        1    0.000    0.000    0.000    0.000 pyximport.py:229(PyxImporter)
        1    0.000    0.000    0.000    0.000 pyximport.py:232(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1801(Square)
        1    0.000    0.000    0.000    0.000 arpack.py:277(ArpackError)
        1    0.000    0.000    0.000    0.000 Errors.py:50(CompileError)
        1    0.000    0.000    0.000    0.000 mathtext.py:306(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 scale.py:363(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 patches.py:3423(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3002(_Curve)
        1    0.000    0.000    0.000    0.000 mathtext.py:278(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 _util.py:37(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 transforms.py:2478(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 scale.py:169(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 patches.py:2528(Arc3)
        1    0.000    0.000    0.000    0.000 geo.py:23(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2013(GoToColumn)
        1    0.000    0.000    0.000    0.000 patches.py:2762(Bar)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2315(Or)
        1    0.000    0.000    0.000    0.000 scale.py:15(ScaleBase)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 core.py:739(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 units.py:50(AxisInfo)
        1    0.000    0.000    0.000    0.000 pyximport.py:443(_have_importers)
        1    0.000    0.000    0.000    0.000 backend_qt4.py:70(Show)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 interpolate.py:95(NNInterpolator)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1368(CVoidType)
        1    0.000    0.000    0.000    0.000 patches.py:1844(LArrow)
        1    0.000    0.000    0.000    0.000 colorbar.py:1185(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2056(LineEnd)
        1    0.000    0.000    0.000    0.000 ticker.py:299(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1895(CharsNotIn)
        1    0.000    0.000    0.000    0.000 collections.py:1454(PatchCollection)
        1    0.000    0.000    0.000    0.000 scale.py:330(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:101(LogTransformBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1244(Box)
        1    0.000    0.000    0.000    0.000 dviread.py:659(PsfontsMap)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2585(__str__)
        1    0.000    0.000    0.000    0.000 core.py:817(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 pyparsing.py:256(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 cbook.py:631(Bunch)
        1    0.000    0.000    0.000    0.000 Symtab.py:863(PreImportScope)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1205(_IterParseIterator)
        1    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 scale.py:155(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1469(NoMatch)
        1    0.000    0.000    0.000    0.000 decorator.py:61(getfullargspec)
        1    0.000    0.000    0.000    0.000 interface.py:254(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        6    0.000    0.000    0.000    0.000 PyrexTypes.py:299(public_decl)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:316(LazyOperatorNormInfo)
        5    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:223(IndexFormatter)
        1    0.000    0.000    0.000    0.000 Symtab.py:1676(StructOrUnionScope)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1472(genexpon_gen)
        1    0.000    0.000    0.000    0.000 formlayout.py:414(FormTabWidget)
        1    0.000    0.000    0.000    0.000 collections.py:894(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 csv.py:162(Sniffer)
        1    0.000    0.000    0.000    0.000 scale.py:220(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 core.py:6053(_frommethod)
        1    0.000    0.000    0.000    0.000 colors.py:955(LogNorm)
        3    0.000    0.000    0.000    0.000 _cm.py:96(get_color_function)
        1    0.000    0.000    0.000    0.000 build_ext.py:26(Optimization)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2076(__init__)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:558(_Chainmap)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:358(logser_gen)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1542(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 UserDict.py:39(keys)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2723(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1782(QuotedString)
        1    0.000    0.000    0.000    0.000 arpack.py:374(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3483(rdist_gen)
        1    0.000    0.000    0.000    0.000 threading.py:787(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 tz.py:554(tzstr)
        1    0.000    0.000    0.000    0.000 rcsetup.py:38(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 blocking_input.py:346(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1594(Word)
        1    0.000    0.000    0.000    0.000 Errors.py:42(UnrecognizedInput)
        1    0.000    0.000    0.000    0.000 interface.py:296(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 optimize.py:50(MemoizeJac)
        1    0.000    0.000    0.000    0.000 utils.py:1513(WarningManager)
        1    0.000    0.000    0.000    0.000 collections.py:901(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1623(CPyUCS4IntType)
        1    0.000    0.000    0.000    0.000 Symtab.py:1655(ClosureScope)
        1    0.000    0.000    0.000    0.000 rcsetup.py:444(ValidateInterval)
        1    0.000    0.000    0.000    0.000 subprocess.py:420(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 cbook.py:269(converter)
        1    0.000    0.000    0.000    0.000 Main.py:458(CompilationSource)
        1    0.000    0.000    0.000    0.000 ticker.py:1503(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 dates.py:975(MonthLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:826(_genitem)
        1    0.000    0.000    0.000    0.000 scale.py:196(LogTransform)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1703(CFloatType)
        6    0.000    0.000    0.000    0.000 PyrexTypes.py:47(base_declaration_code)
        1    0.000    0.000    0.000    0.000 dates.py:459(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 mlab.py:2273(FormatDate)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 Regexps.py:406(SwitchCase)
        1    0.000    0.000    0.000    0.000 pyximport.py:384(__init__)
        1    0.000    0.000    0.000    0.000 Main.py:566(CompilationResultSet)
        1    0.000    0.000    0.000    0.000 mathtext.py:335(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 Regexps.py:281(SpecialSymbol)
        1    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2996(postParse)
        1    0.000    0.000    0.000    0.000 core.py:5942(_extrema_operation)
        1    0.000    0.000    0.000    0.000 formlayout.py:386(FormComboWidget)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:125(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 ticker.py:1148(MultipleLocator)
        1    0.000    0.000    0.000    0.000 core.py:7278(_convert2ma)
        1    0.000    0.000    0.000    0.000 decimal.py:5418(_WorkRep)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 urllib.py:946(addbase)
        1    0.000    0.000    0.000    0.000 Symtab.py:221(InnerEntry)
        1    0.000    0.000    0.000    0.000 contour.py:36(ClabelText)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 numeric.py:2747(errstate)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 container.py:108(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 __init__.py:260(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:416(DviFont)
        1    0.000    0.000    0.000    0.000 gridspec.py:314(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 cygwinccompiler.py:297(Mingw32CCompiler)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:477(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1365(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:106(MinFilter)
        3    0.000    0.000    0.000    0.000 Regexps.py:290(__init__)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 mathtext.py:1674(Glue)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1584(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 dviread.py:603(Tfm)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 basic.py:40(SpecialFunctionWarning)
        1    0.000    0.000    0.002    0.002 pyparsing.py:3375(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 Regexps.py:346(Alt)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 mbcs.py:27(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:140(ModeFilter)
        1    0.000    0.000    0.000    0.000 <string>:14(CommentProxy)
        1    0.000    0.000    0.000    0.000 Shadow.py:157(_nogil)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1100(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 offsetbox.py:363(HPacker)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:463(MethodTableSlot)
        1    0.000    0.000    0.000    0.000 _ode.py:602(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2457(CFakeReferenceType)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1260(ResizeEvent)
        1    0.000    0.000    0.000    0.000 colors.py:1208(NoNorm)
        1    0.000    0.000    0.000    0.000 mlab.py:2268(FormatMillions)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1460(Empty)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(SplitResult)
        1    0.000    0.000    0.000    0.000 mlab.py:2289(FormatDatetime)
        1    0.000    0.000    0.000    0.000 backend_qt4.py:379(MainWindow)
        1    0.000    0.000    0.000    0.000 rrule.py:228(rrule)
        1    0.000    0.000    0.000    0.000 patches.py:3344(BracketAB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2610(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2087(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:248(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1184(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 ElementTree.py:580(QName)
        1    0.000    0.000    0.000    0.000 cbook.py:32(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 Main.py:540(CompilationResult)
        1    0.000    0.000    0.000    0.000 subprocess.py:426(pywintypes)
        1    0.000    0.000    0.000    0.000 Symtab.py:38(BufferAux)
        1    0.000    0.000    0.000    0.000 colors.py:774(ListedColormap)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:270(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:139(NoSectionError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2122(WordEnd)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 urllib.py:110(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1494(KeyEvent)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 dates.py:994(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1236(IdleEvent)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3681(UnspecifiedType)
        2    0.000    0.000    0.000    0.000 pyparsing.py:423(<lambda>)
        1    0.000    0.000    0.000    0.000 font_manager.py:348(FontEntry)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 tzwin.py:77(tzwin)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:110(CGInverseLaplacian)
        1    0.000    0.000    0.000    0.000 Shadow.py:178(CythonType)
        1    0.000    0.000    0.000    0.000 cbook.py:972(__init__)
        1    0.000    0.000    0.000    0.000 core.py:777(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 legend_handler.py:200(HandlerPatch)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 parser.py:337(_result)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:282(Metropolis)
        1    0.000    0.000    0.000    0.000 arpack.py:962(IterOpInv)
        1    0.000    0.000    0.000    0.000 cbook.py:287(tostr)
        1    0.000    0.000    0.000    0.000 ElementTree.py:138(ParseError)
        1    0.000    0.000    0.000    0.000 Shadow.py:224(StructType)
        1    0.000    0.000    0.000    0.000 numeric.py:52(ComplexWarning)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:215(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1449(Token)
        1    0.000    0.000    0.000    0.000 Errors.py:22(InvalidRegex)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:147(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
        1    0.000    0.000    0.000    0.000 Lexicons.py:24(State)
        1    0.000    0.000    0.000    0.000 trifinder.py:6(TriFinder)
        1    0.000    0.000    0.000    0.000 threading.py:1086(_MainThread)
        1    0.000    0.000    0.000    0.000 offsetbox.py:299(VPacker)
        1    0.000    0.000    0.000    0.000 axis.py:594(Ticker)
        1    0.000    0.000    0.000    0.000 cbook.py:293(todatetime)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2994(Suppress)
        1    0.000    0.000    0.000    0.000 sre_parse.py:86(checkgroup)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:249(FixedSlot)
        1    0.000    0.000    0.000    0.000 Symtab.py:2219(PropertyScope)
        1    0.000    0.000    0.000    0.000 widgets.py:59(Widget)
        1    0.000    0.000    0.000    0.000 mathtext.py:1637(Rule)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1567(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2596(FollowedBy)
        1    0.000    0.000    0.000    0.000 urllib.py:975(addclosehook)
        1    0.000    0.000    0.000    0.000 mlab.py:2199(FormatString)
        1    0.000    0.000    0.000    0.000 Regexps.py:385(Rep1)
        1    0.000    0.000    0.000    0.000 patches.py:3545(Fancy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3003(OnlyOnce)
        1    0.000    0.000    0.000    0.000 parser.py:147(_resultbase)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 <string>:65(iterparse)
        1    0.000    0.000    0.000    0.000 __init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 Options.py:162(one_of)
        1    0.000    0.000    0.000    0.000 pyximport.py:313(PyImporter)
        1    0.000    0.000    0.000    0.000 patches.py:1885(RArrow)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:779(GMState)
        1    0.000    0.000    0.000    0.000 Image.py:407(_E)
        1    0.000    0.000    0.000    0.000 arpack.py:592(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2715(_NullToken)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 <string>:1(_require)
        1    0.000    0.000    0.000    0.000 chordal_alg.py:25(NetworkXTreewidthBoundExceeded)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1279(CloseEvent)
        1    0.000    0.000    0.000    0.000 <string>:22(ElementTree)
        1    0.000    0.000    0.000    0.000 mathtext.py:1860(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 rcsetup.py:175(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:490(BaseClassSlot)
        1    0.000    0.000    0.000    0.000 ticker.py:690(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 patches.py:3161(CurveB)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 patches.py:1969(Round4)
        1    0.000    0.000    0.000    0.000 mathtext.py:1831(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 mathtext.py:1780(VCentered)
        1    0.000    0.000    0.000    0.000 ticker.py:952(IndexLocator)
        1    0.000    0.000    0.000    0.000 patches.py:3457(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3379(BracketA)
        1    0.000    0.000    0.000    0.000 interface.py:275(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 arpack.py:286(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:896(SpLuInv)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 patches.py:3181(CurveAB)
        1    0.000    0.000    0.000    0.000 pyximport.py:436(PyxArgs)
        1    0.000    0.000    0.000    0.000 ticker.py:1661(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(Filter)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1589(CReturnCodeType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3196(__hash__)
        1    0.000    0.000    0.000    0.000 docstring.py:58(Appender)
        3    0.000    0.000    0.000    0.000 core.py:796(__init__)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:248(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2006(_PositionToken)
        1    0.000    0.000    0.000    0.000 anneal.py:96(fast_sa)
        1    0.000    0.000    0.000    0.000 pyximport.py:383(LibLoader)
        1    0.000    0.000    0.000    0.000 Symtab.py:2258(TemplateScope)
        1    0.000    0.000    0.000    0.000 patches.py:2565(Angle3)
        1    0.000    0.000    0.000    0.000 arpack.py:304(_ArpackParams)
        1    0.000    0.000    0.000    0.000 <string>:112(PIProxy)
        1    0.000    0.000    0.000    0.000 urlparse.py:128(ParseResult)
        1    0.000    0.000    0.000    0.000 lobpcg.py:63(CallableLinearOperator)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:167(UnsharpMask)
        1    0.000    0.000    0.000    0.000 core.py:1039(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 cbook.py:862(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:1005(__Full)
        1    0.000    0.000    0.000    0.000 ticker.py:974(FixedLocator)
        1    0.000    0.000    0.000    0.000 mathtext.py:1767(SsGlue)
        1    0.000    0.000    0.000    0.000 Symtab.py:1713(ClassScope)
        1    0.000    0.000    0.000    0.000 streamplot.py:344(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 ticker.py:725(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1085(AnchoredText)
        1    0.000    0.000    0.000    0.000 tz.py:629(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 lines.py:1191(VertexSelector)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        2    0.000    0.000    0.000    0.000 decorators.py:85(set_test)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2074(StringStart)
        1    0.000    0.000    0.000    0.000 dates.py:1015(DayLocator)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 Shadow.py:299(typedef)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 trirefine.py:10(TriRefiner)
        1    0.000    0.000    0.000    0.000 nonlin.py:1002(BroydenSecond)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:126(MacroExpander)
        1    0.000    0.000    0.000    0.000 scale.py:142(Log2Transform)
        1    0.000    0.000    0.000    0.000 backend_qt4agg.py:46(FigureManagerQTAgg)
        1    0.000    0.000    0.000    0.000 bezier.py:13(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:476(OptionDummy)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1453(PickEvent)
        2    0.000    0.000    0.000    0.000 mlab.py:2211(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:473(HandlerStem)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:192(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:79(FullInverseLaplacian)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 dates.py:1034(HourLocator)
        1    0.000    0.000    0.000    0.000 Main.py:35(CompilationData)
        1    0.000    0.000    0.000    0.000 patches.py:3222(CurveFilledB)
        1    0.000    0.000    0.000    0.000 colors.py:1140(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 cbook.py:321(tofloat)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 mathtext.py:1270(Vbox)
        1    0.000    0.000    0.000    0.000 six.py:136(Iterator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1482(Literal)
        1    0.000    0.000    0.000    0.000 legend_handler.py:149(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 __init__.py:419(OleDLL)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:318(GCDependentSlot)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 ElementPath.py:237(_SelectorContext)
        1    0.000    0.000    0.000    0.000 urllib.py:990(addinfo)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 legend_handler.py:537(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:163(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 dates.py:1072(SecondLocator)
        1    0.000    0.000    0.000    0.000 Symtab.py:2241(CConstScope)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1471(ForbidUseClass)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1213(Event)
        1    0.000    0.000    0.000    0.000 patches.py:3401(BracketB)
        1    0.000    0.000    0.000    0.000 interface.py:346(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 npyio.py:86(BagObj)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2965(__init__)
        1    0.000    0.000    0.000    0.000 exception.py:28(NetworkXPointlessConcept)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 anneal.py:134(boltzmann_sa)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:541(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1570(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 pyparsing.py:227(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 patches.py:3647(Wedge)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:165(InterpolationError)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:266(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 ticker.py:275(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1015(NullLocator)
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2908(Upcase)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:156(GaussianBlur)
